CIP7;CIP13;EAN13;Prix A HT;Remise1;Libellé;Colisage
3171618;3400931716181;;4.75;0;LIORESAL 10 mg Cpr séc 5Plq/10;1
3553975;3400935539755;;5.16;0;SERC 8 mg Cpr Plq/90;1
3140888;3400931408888;;10.31;0.23;ARCALION 200 mg Cpr enr Plq/30;1
3140894;3400931408949;;16.66;0.23;ARCALION 200 mg Cpr enr 2Plq/30 (60);1
3245624;3400932456246;;3.79;0;ALFATIL 250 mg/5 ml Pdr susp buv Fl/60ml;1
3010855;3400930108550;;7.7;0.1;BETADINE 10 % S vag Fl/125ml;1
3198801;3400931988014;;7.56;0.1;BETADINE 10 % Gel appl cut T/30g;1
3152874;3400931528746;;8.13;0.1;BETADINE 10 % S bain bouche Fl/125ml;1
3172380;3400931723806;;0.91;0;URBANYL 5 mg Gél Plq/30;1
3066933;3400930669334;;2.72;0;METEOXANE Gél Plq/60;1
3221434;3400932214341;;1.95;0;VOLTARENE 100 mg Suppos adulte Film/10;1
3235117;3400932351176;;2.4;0;VOLTARENE 50 mg Cpr enr gastro-rés 3Plq/10 (30);1
3222563;3400932225637;;3.66;0;SOTALEX 160 mg Cpr séc Plq/30;1
3158575;3400931585756;;1.51;0;TRIDESONIT 0,05 % Cr T/30g;1
3404703;3400934047039;;3.91;0;SECTRAL 200 mg Cpr pell 2Plq/15 (30);1
3359492;3400933594923;;5.76;0.25;NAUSICALM 50 mg Gél adulte Plq/14;1
3276056;3400932760565;;5.76;0.25;NAUSICALM Sirop Fl/150ml;1
3230829;3400932308293;;2.41;0;DIPROSONE 0,05 % Pom T/30g;1
3230901;3400932309016;;1.61;0;DIPROSONE 0,05 % Cr T/30g;1
4600731;3401346007314;3700343900827;15.12;0.1;SAUGELLA POLIGYN Emul hyg int Fl/500ml;1
4731580;3401347315807;3700343900933;8.83;0.1;SAUGELLA GIRL Sav liq hyg int Fl ppe/200ml;1
7244917;;3661434023460;13.2;0.19;URIAGE ROSELIANE Cr riche anti-roug P/40ml;1
3230924;3400932309245;;2.25;0;DIPROSALIC Pom T/30g;1
3200509;3400932005093;;3.71;0;DIPROSTENE Susp inj en seringue préremplie Ser/1ml+Aig;1
3192750;3400931927501;;1.76;0;STAGID 700 mg Cpr séc Plq/30;1
3192767;3400931927679;;4.92;0;STAGID 700 mg Cpr séc Plq/100;1
3274850;3400932748501;;2.71;0;AMYCOR 1 % Cr pour application locale T/15g;1
3174249;3400931742494;;1.76;0;TIAPRIDAL 100 mg Cpr séc Plq/20;1
3382924;3400933829247;;4.29;0;OESTRODOSE 0,06 % Gel appl cut en flacon Fl/80g;1
3207026;3400932070268;;2.83;0;FLAMMAZINE 1 % Cr T/50g;1
3037015;3400930370155;;1.72;0;ANAFRANIL 10 mg Cpr enr Plq/60;1
3392756;3400933927561;;3.56;0;ATROVENT 0,03 % S nas adulte Fl/15ml;1
3004352;3400930043523;;2.75;0;ANAFRANIL 25 mg Cpr enr Plq/50;1
3462882;3400934628825;;16.29;0.3;PERCUTAFEINE Gel T/192g;1
3234075;3400932340750;;7.69;0;URSOLVAN 200 mg Gél Plq/30;1
3234164;3400932341641;;5.98;0;DELURSAN 250 mg Cpr pell Plq/20;1
3183662;3400931836629;;1.78;0;LYSANXIA 10 mg Cpr B/40;1
3235100;3400932351008;;7.44;0;ANDROCUR 50 mg Cpr séc Plq/20;1
3226526;3400932265268;;4.35;0;TRANDATE 200 mg Cpr pell Plq/30;1
3181568;3400931815686;;1.67;0;PRIMALAN 5 mg Cpr séc Plq/14;1
3300004;3400933000042;;4.62;0;CACIT 1000 mg Cpr eff T/30;1
3473615;3400934736155;;3.4;0.12;ASPEGIC 500 mg Pdr sol buv en sachet-dose 30Sach;1
3473590;3400934735905;;3.35;0.12;ASPEGIC 1000 mg Pdr sol buv en sachet-dose adulte 15Sach;1
3570672;3400935706720;;5.57;0.12;ASPEGIC 1000 mg Pdr sol buv en sachet-dose adulte 30Sach;1
3290642;3400932906420;3400932906420;6.93;0.3;EURAX 10 % Cr T/40g;1
3299985;3400932999859;;4.62;0;CACIT 500 mg Cpr eff B/60;1
4931379;3400949313792;;5.04;0.15;SMECTALIA 3 g Pdr susp buv en sachet 18Sach;1
3563413;3400935634139;;4.81;0;EPITOMAX 50 mg Cpr pell Plq thermo/28;1
3356654;3400933566548;;3.13;0;SINEMET LP 100 mg/25 mg Cpr LP Plq/30;1
3461411;3400934614118;;8.18;0;SINGULAIR 10 mg Cpr pell Plq/28;1
3461285;3400934612855;;8.18;0;SINGULAIR 5 mg Cpr à croquer Plq/28;1
3415517;3400934155178;;14.87;0.25;BAUME SAINT BERNARD Cr T/100g;1
3415500;3400934155000;;10.73;0.25;BAUME SAINT BERNARD Cr T/42g;1
7464180;3401074641804;3331300097252;10.83;0.3;STERIMAR MN S nas Fl pulv/100ml;1
3229708;3400932297085;;6.19;0.08;BEDELIX 3 g Pdr susp buv sach 30Sach;1
3343574;3400933435745;;6.02;0;LOXAPAC 50 mg Cpr pell Plq/30;1
3222304;3400932223046;;3.02;0;FAZOL Cr T/30g;1
3302799;3400933027995;;16.83;0.15;TANAKAN 40 mg/ml S buv Fl/90ml;1
3238179;3400932381791;;1.62;0;TILDIEM 60mg Cpr B/30;1
3236909;3400932369096;;4.56;0.2;SPASMAG Gél 5Plq/12 (60);1
3257001;3400932570010;;0.88;0;EFFERALGAN 500 mg Cpr eff séc Film/4x4 (16);1
3234017;3400932340170;;2.02;0;FLUVERMAL Cpr Plq/6;1
3233420;3400932334209;;3.02;0;LOXAPAC S buv Fl/30ml;1
3283056;3400932830565;;11.39;0;NITRIDERM TTS 10 mg/24 h Disp transderm 30Sach;1
3528167;3400935281678;;1.53;0;GLUCOPHAGE 500 mg Cpr pell B/30;1
3044802;3400930448021;;2.2;0;GLUCOPHAGE 850 mg Cpr pell Plq/30;1
3025897;3400930258972;;0.92;0;CORTANCYL 1 mg Cpr Plq/30;1
3025905;3400930259054;;1.53;0;CORTANCYL 5 mg Cpr séc Plq/30;1
3010967;3400930109670;;1.77;0;BETNESOL 4 mg/1 ml S inj 3Amp/1ml;1
3198356;3400931983569;;1.13;0;MAXIDROL Pom ophtalm T/3,5g;1
3005328;3400930053287;;1.63;0;ANTIBIO SYNALAR S p inst aur Fl/10ml;1
3265710;3400932657100;;3.36;0;RYTHMOL 300 mg Cpr pell séc B/30;1
3246374;3400932463749;3551593246377;10.39;0.3;DUOFILM S appl loc Fl/15ml;1
3259833;3400932598335;;0.96;0;ZYLORIC 100 mg Cpr Plq/28;1
3222959;3400932229598;;1.82;0;ZYLORIC 300 mg Cpr Plq/28;1
3304746;3400933047467;;1.15;0;DOLIPRANE 1000 mg Suppos adultes Plq/2x4 (8);1
3118044;3400931180449;3401526532322;9.32;0.1;DENTOBAUME S gingivale Fl/4ml;1
3302405;3400933024055;;2.92;0;CO-RENITEC 20 mg/12,5 mg Cpr Plq/28;1
3445754;3400934457548;;12.67;0.25;ONCTOSE HYDROCORTISONE Cr T/38g;1
3279066;3400932790661;;1.52;0;OTIPAX Sol auric gte Fl/16g;1
3820212;3400938202120;;5.12;0;ADROVANCE 70 mg/5600 UI Cpr Plq/4;1
2106990;3401521069908;3700327200196;5.2;0.25;COALGAN Pdr Fl/8g;1
3820034;3400938200348;;3.96;0;TIORFANOR 175 mg Cpr pell Plq/12;1
3825451;3400938254518;;7.7;0.2;GAVISCONELL Susp buv sachet-dose menthe sans sucre 12Sach/10ml;1
3801522;3400938015225;;4.62;0;COAPROVEL 150 mg/12,5 mg Cpr pell Plq/2x15 (30);1
3801551;3400938015515;;13.88;0;COAPROVEL 300 mg/12,5 mg Cpr pell Plq/9x10 (90);1
4685756;3401346857568;3337872410321;12.6;0.13;LA R-P Lot apais physio Fl/200ml;1
3820181;3400938201819;;5.12;0;FOSAVANCE 70 mg/5600 UI Cpr Plq/4;1
3820198;3400938201987;;13.86;0;FOSAVANCE 70 mg/5600 UI Cpr Plq/12;1
3292463;3400932924639;;2.14;0;SEPTEAL S appl cut Fl/250ml;1
3421481;3400934214813;;5.7;0.18;MERCALM Cpr pell séc Plq/15;1
3297615;3400932976157;;8.6;0;AOTAL 333 mg Cpr enr gastro-rés Plq/60;1
3270361;3400932703616;;1.23;0;ASPEGIC 250 mg Pdr sol buv en sachet-dose enfant 20Sach;1
3528138;3400935281388;;1.63;0;LASILIX 40 mg Cpr séc Plq/30;1
3057331;3400930573310;;0.84;0;LASILIX 20 mg/2 ml S inj en ampoule Amp/2ml;1
3215356;3400932153565;;1.05;0;LASILIX FAIBLE 20 mg Cpr B/30;1
3103545;3400931035459;;2.56;0;TEGRETOL 200 mg Cpr séc 5Plq/10;1
3322721;3400933227210;;13.24;0;FUCIDINE 250 mg/5 ml Susp buv en flacon enfant Fl/90ml;1
3132570;3400931325703;;7.19;0.3;DRILL Past à sucer Plq/24;1
3244843;3400932448432;;2.16;0;ANAFRANIL 75 mg Cpr pell séc Plq/20;1
3263680;3400932636808;;1.09;0;PRIMALAN Sirop Fl/60ml;1
3304321;3400933043216;;8.5;0.25;GINKOR FORT Gél Plq/30;1
3356430;3400933564308;;1.61;0;SINTROM 4 mg Cpr quadriséc 3Plq/10 (30);1
3042536;3400930425367;;1.38;0;GARDENAL 100 mg Cpr Plq/20;1
3192282;3400931922827;;6.62;0.2;BIAFINE Emuls pour application cutanée T/93g;1
3285701;3400932857012;;8.72;0.2;BIAFINE Emuls pour application cutanée T/186g;1
3318085;3400933180850;;1.38;0;LINDILANE 400 mg/25 mg Cpr Plq/16;1
3313113;3400933131135;;6.1;0;OROKEN 200 mg Cpr pell Plq/8;1
3002229;3400930022290;;0.89;0;ALEPSAL 50 mg Cpr B/30;1
3289610;3400932896103;;2.01;0;ALEPSAL 100 mg Cpr B/30;1
3057845;3400930578452;;2.08;0;CHLORURE DE SODIUM 0,9 % LAVOISIER S perf Fl/125ml;1
3057897;3400930578971;;1.64;0;CHLORURE DE SODIUM 0,9 % LAVOISIER S perf Fl/250ml;1
3057940;3400930579404;;1.9;0;CHLORURE DE SODIUM 0,9 % LAVOISIER S perf Fl/500ml;1
3255746;3400932557462;;2.28;0;MYCOSTER 1% Cr T/30g;1
3304114;3400933041144;;3.06;0;MYCOSTER 1% S appl cut Fl/30ml;1
3319133;3400933191337;;2.15;0;FUCITHALMIC 1 % Gel ophtalm T/3g;1
3801568;3400938015683;;4.62;0;COAPROVEL 300 mg/25 mg Cpr pell Plq/3x10 (30);1
3801574;3400938015744;;13.88;0;COAPROVEL 300 mg/25 mg Cpr pell Plq/9x10 (90);1
3801479;3400938014792;;4.62;0;APROVEL 150 mg Cpr pell 2Plq/15 (30);1
3777657;3400937776578;;4.62;0;MICARDISPLUS 40 mg/12,5 mg Cpr B/30;1
3814602;3400938146028;;34.46;0.5;MINOXIDIL SDZ CO 2% S a cut 3Fl/60ml;1
9946055;3401599460553;;22.9;0.25;BION 3 VITALITÉ Cpr B/30;1
3820465;3400938204650;;11.5;0.16;CLIMAXOL S buv en flacon Fl/60ml;1
3815582;3400938155822;;4.62;0;COTAREG 80 mg/12,5 mg Cpr pell Plaq/30;1
3815524;3400938155242;;4.62;0;TAREG 160 mg Cpr pell Plaq/30;1
3815464;3400938154641;;4.62;0;TAREG 80 mg Cpr pell Plaq/30;1
3815731;3400938157314;;4.62;0;COTAREG 160 mg/25 mg Cpr pell Plaq/30;1
7842794;3401378427944;3574660362879;12.83;0.2;NEUTROGENA Cr mains parf 2T/50ml;1
4684685;3401046846855;7640107850622;9.93;0.1;AUDISPRAY JUNIOR S aur Fl pulv/25ml;1
3002198;3400930021989;;2.54;0;ALDOMET 250 mg Cpr enr Plq/30;1
3112662;3400931126621;5000174139099;6.37;0.25;VICKS INHALER Inhalat poche T/1ml;1
3327782;3400933277826;;1.69;0;KALEORID LP 1000 mg Cpr LP Plq/30;1
3314874;3400933148744;;1.66;0;TEGRETOL LP 200 mg Cpr pell séc LP 3Plq/10 (30);1
3298431;3400932984312;;3.05;0;TEGRETOL LP 400 mg Cpr pell séc LP 3Plq/10;1
3040000;3400930400005;;1.9;0;FLAGYL 250 mg Cpr pell Plq PVC/alu/20;1
3327888;3400933278885;;24.47;0;PENTASA 500 mg Cpr Fl/100;1
3340653;3400933406530;;3.75;0.45;ALCOOL MODIFIE GIFRER 70 % S appl cut Fl plast/250ml;1
3340647;3400933406479;;2.68;0.45;ALCOOL MODIFIE GIFRER 70 % S appl cut Fl plast/125ml;1
3263711;3400932637119;;5.38;0.15;RHINOFLUIMUCIL S pulv nas Fl/10ml;1
3246026;3400932460267;;5.77;0;RYTHMODAN 250 mg Cpr enr LP Plq/20;1
3237369;3400932373697;;4.88;0.25;FLUIMUCIL 200mg Glé buvS édul sor 30Sach;1
7320363;3401073203638;7391899840055;12.95;0.28;RENU MPS S lent sple multifon Fl/360ml;1
7259250;3401072592504;7391899840109;32.15;0.28;RENU MPS S lent sple multifon 3Fl/360ml;1
3328385;3400933283858;;1.98;0;CORTANCYL 20 mg Cpr séc Plq/20;1
3322661;3400933226619;;7.36;0.2;STREPSILS Past à sucer miel citron Plq/24;1
3318665;3400933186654;;1.75;0;NIFLUGEL 2,5 % Gel T/60g;1
3308106;3400933081065;;1.94;0;TOPREC 25 mg Cpr Plq/20;1
3263622;3400932636228;;5.68;0;FLECAINE 100 mg Cpr séc 2Plq/15;1
3215600;3400932156009;;4.58;0;DANTRIUM 25 mg Gél Plq/5x10 (50);1
3242175;3400932421756;;2.15;0;ACUPAN 20 mg/2 ml S inj 5Amp/2ml;1
3031171;3400930311714;;7.87;0.25;DIFRAREL 100 mg Cpr enr Plq/20;1
3290286;3400932902866;;10.46;0;BECOTIDE 250 µg S p inh en fl press Fl/200doses;1
3369852;3400933698522;;7.28;0.1;PYRALVEX S bucc/ging Fl/10ml;1
3261304;3400932613045;;2.02;0;DERMOVAL Gel Fl/20ml;1
3244079;3400932440795;;2.25;0;FLUVERMAL 2 % Susp buv Fl/30ml;1
3369929;3400933699291;;10.25;0.22;COCCULINE Gran en récipient unidose 6T;1
3337154;3400933371548;;5.89;0.2;SOLACY Cpr p susp buv pédiatrique Plq/60;1
3311143;3400933111434;;2.69;0;MOXYDAR Cpr p susp buv Plq/30;1
3052575;3400930525753;;2.93;0;INDOCID 100 mg Suppos B/10;1
3052569;3400930525692;;2.33;0;INDOCID 25 mg Gél Fl/30;1
3231013;3400932310135;;5.42;0;CHRONO-INDOCID 75 mg Gél Plq/20;1
3029300;3400930293003;;3.17;0;DEPAKINE 200 mg/ml S buv Fl/40ml;1
3102882;3400931028826;3400931028826;8.49;0.25;SYNTHOL S appl cut Fl/225ml;1
3326357;3400933263577;;4.82;0;LIPANTHYL 200 mg Gél micronisé Plq/30;1
3267092;3400932670925;;1.83;0;ERYTHROGEL 4 % Gel appl cut T/30g;1
3098169;3400930981696;;12;0.35;SORBITOL DELAL 5g Pdr sbuv sach-dos 20Sach/5g;1
3263510;3400932635108;;12.75;0;HALDOL DECANOAS 50 mg/ml S inj 5Amp/1ml;1
3269932;3400932699322;;2.87;0;HALDOL DECANOAS 50 mg/ml S inj Amp/1ml;1
3496881;3400934968815;;11.13;0.2;MICROLAX SORB S rect unidose 12Unid-can/5ml;1
3496875;3400934968754;;5.6;0.2;MICROLAX SORB S rect unidose 4Unid-can/5ml;1
3544545;3400935445452;;5.98;0.2;MICROLAX BB SORB S rect unid 4Réc-unid/3ml;1
3331424;3400933314248;;5.03;0;ORELOX 100 mg Cpr pell B/10;1
3131412;3400931314127;;3.82;0;PROGESTOGEL 1 % Gel appl locale T/80g;1
3232751;3400932327515;;4.45;0;UTROGESTAN 100 mg Caps orale/vaginale 2Plq/15;1
3327581;3400933275815;;1.38;0;DAFALGAN CODEINE Cpr pell Plq/16;1
3267904;3400932679041;;0.88;0;DAFALGAN 500 mg Gél Plq/2x8 (16);1
3032897;3400930328972;;1.91;0;DOGMATIL 50 mg Gél Plq/30;1
3351800;3400933518004;;2.27;0;TARDYFERON 80 mg Cpr pell Plq/30;1
3331677;3400933316778;;1.38;0;DAFALGAN CODEINE Cpr eff séc 2T/8;1
3438091;3400934380914;;2.78;0;CARTEOL 2 % Collyre sol Fl/3ml;1
3337817;3400933378172;;7.19;0.3;DRILL sans sucre Past Plq/24;1
3273075;3400932730759;;2.48;0;DITROPAN 5 mg Cpr séc Plq/60;1
3335959;3400933359591;;6.5;0.1;FERVEX Glé s buv en sachet sans sucre adulte B/8;1
3133109;3400931331094;;5.34;0;CALCIPARINE 12 500 UI/0,5 ml S inj sous cutanée 2Amp/0,5ml+2Ser;1
3016763;3400930167632;;6.63;0;CALCIPARINE 20 000 UI/0,8 ml S inj sous cutanée 2Amp/0,8ml+2Ser;1
3047031;3400930470312;;9.25;0.12;HEC Pom nas/cut T/25g;1
3434868;3400934348686;;6.78;0.15;MAXILASE ALPHA-AMYLASE 200 U CEIP/ml Sirop maux de gorge Fl/200ml;1
3272727;3400932727278;;1.45;0;ZYLORIC 200 mg Cpr Plq/28;1
3219294;3400932192946;;2.31;0;DUPHASTON 10 mg Cpr pell Plq/10;1
3057526;3400930575260;;2.45;0;BICARBONATE DE SODIUM LAVOISIER 1,4 % S perf Fl/500ml;1
3171788;3400931717881;;9.91;0.25;APAISYLGEL 0,75 % Gel appl locale T/30g;1
3263496;3400932634965;;5.39;0;FLUANXOL LP 100 mg/1 ml S inj IM 1Amp/1ml;1
3277972;3400932779727;;6.8;0.37;HEXASPRAY Collutoire en fl pressurisé Fl/30g;6
2832723;;3760032832723;11.87;0.15;ASSANIS FAMILY 980ml gel antibactér main;1
3799239;3400937992398;;8.47;0;NICORETTE MICROTAB 2 mg Cpr subl Plq/100;1
3819516;3400938195163;;6.46;0;GALVUS 50 mg Cpr Plq/30;1
3832215;3400938322156;;12.91;0;GALVUS 50 mg Cpr Plq/60;1
4031345;3401040313452;7612076396470;19.4;0.25;ACTINICA Lot photoprotect Fl dos/80ml;1
6055485;3401560554854;3401560554854;30.12;0.25;MENOPHYTEA BOUFFEES DE CHALEUR Gél B/120;1
6176757;3401361767576;3596206176757;18.67;0.18;WELEDA SOINS CORPS Hle massage Arnica 200ml;1
6332826;3401363328263;3596206332825;9.68;0.18;WELEDA SOINS CORPS Cr Calendula T/75ml;1
6529629;3401565296292;3596206529621;6.73;0.18;WELEDA SOINS BB Cr change Calendula T/75ml;1
6227791;3401362277913;3596206227794;8.96;0.18;WELEDA SOINS CORPS Hle massage Arnica 50ml;1
6181103;3401361811033;3596206181102;4.75;0.18;WELEDA SOINS BUCCO-DENT Pâte dtf Ratanhi 75ml;1
6197966;3401361979665;4001638098250;13.7;0.18;WELEDA ESS BAIN Bain relaxant Lavande 200ml;1
6198003;3401361980036;3596206198001;4.43;0.18;WELEDA Sav végét très doux Calendula 100g;1
3813057;3400938130577;;18.46;0;ACTONELCOMBI 35 mg + 1000 mg/880 UI Cpr pell/glé efferv Plq+Sach/24;1
3047143;3400930471432;;1;0;HALDOL 1 mg Cpr Plq/PVC/alu/40;1
3208250;3400932082506;;2.08;0;HALDOL 5 mg Cpr Plq/PVC/alu/30;1
3032319;3400930323199;;1.1;0;DIPIPERON 40 mg Cpr séc Plq/20;1
3252073;3400932520732;;2.79;0;URBANYL 20 mg Cpr Plq/30;1
3283033;3400932830336;;10.46;0;NITRIDERM TTS 5 mg/24 h Disp transderm 30Sach;1
3217214;3400932172146;;1.73;0;NEOSYNEPHRINE FAURE 10 % Collyre sol Fl/5ml;1
3325760;3400933257606;;1.37;0;ISOPTO-PILOCARPINE 2 % Collyre Fl/10ml;1
3099826;3400930998267;;1.53;0;STEROGYL 2 000 000 UI/100 ml S buv en gouttes Fl/20ml;1
3099832;3400930998328;;1.11;0;STEROGYL 15A 600 000 UI/1,5 ml S buv en ampoule Amp/1,5ml;1
3357300;3400933573003;;12.89;0.18;REVITALOSE S buv sans sucre édulcorée au sorbitol 14Amp/5ml;1
3163903;3400931639039;;5.4;0.25;ALODONT S bain bouche Fl/200ml+gob;1
3041867;3400930418673;;4.23;0;FUNGIZONE 10 % Susp buv Fl/40ml;1
3352113;3400933521134;;2.52;0;LACRIGEL Gel ophtalm T/10g;1
3295510;3400932955107;;9.98;0;LOXEN LP 50 mg Gél LP Plq/60;1
3051558;3400930515587;;7.23;0;HYDROCORTANCYL 2,5 % Susp inj Fl/5ml;1
3074312;3400930743126;;5.27;0;NOZINAN 40 mg/ml S buv Fl/30ml;1
3004613;3400930046135;;4.82;0;ANDROTARDYL 250 mg/1 ml S inj intramusculaire Amp/1ml;1
3084931;3400930849316;;1.63;0;POLERY Sirop adultes Fl/200ml;1
3051268;3400930512685;;3.12;0;HYDREA 500 mg Gél Plq/20;1
3973499;3400939734996;;52.41;0;ZEBINIX 800 mg Cpr Plq PVC/alu/30;1
4664642;3401046646424;3331300097245;8.77;0.3;STERIMAR HYPERTON S nas nez bouché Fl p/100ml;1
6202259;3401562022597;;5.86;0.1;EAU MELISSE CARMES Boisson Fl simple/5cl;1
6202265;3401562022658;;9.72;0.1;EAU MELISSE CARMES Boisson Fl double/10cl;1
6257912;3401562579121;3595890095054;3.53;0.25;SOLENS GOMMES Gom eucalypt menthol;1
6258113;3401562581131;3595890139031;3.53;0.25;SOLENS SUCRES CUITS Past vichy;1
6257958;3401562579589;3595890099014;3.53;0.25;SOLENS GOMMES Gom mélange pectoral;1
3054580;3400930545805;;2.66;0;ISOPTINE 40 mg Cpr enr B/75;1
3547791;3400935477910;;2.37;0;ISOPTINE 120 mg Gél Plq/30;1
3094289;3400930942895;;11.05;0.2;SANTAHERBA S buv en gouttes Fl/30ml;1
3176277;3400931762775;;1.96;0;EFFEDERM 0,05 % Cr T/30g;1
3091523;3400930915233;;2;0;RIFAMYCINE CHIBRET 1 MUI/100 ml Collyre sol Fl/10ml;1
3091546;3400930915462;;1.56;0;RIFAMYCINE CHIBRET 1 MUI/100 g Pom opht T/5g;1
3247356;3400932473564;;1.73;0;BETNEVAL 0,1 % Pom T/30g;1
3011010;3400930110102;;1.31;0;BETNEVAL LOTION 0,1 % Emuls appl cut Fl/15g;1
3247333;3400932473335;;1.75;0;BETNEVAL 0,1 % Cr T/30g;1
3026454;3400930264546;;1.23;0;COUMADINE 2 mg Cpr séc Plq/20;1
3396435;3400933964351;;4.24;0.2;NUROFEN 200 mg Cpr enr 2Plq/10 (20);1
3022798;3400930227985;;5.63;0.2;CHOPHYTOL 20 % S buv Fl/120ml;1
3289716;3400932897162;;10.42;0.16;EUPHYTOSE Cpr enr B/120;1
3247770;3400932477708;;7.51;0.16;RENNIE Cpr 2Plq/24;1
3158753;3400931587538;;1.21;0;CLAMOXYL 500 mg Gél Plq/12;1
3230002;3400932300020;;1.51;0;CLAMOXYL 500 mg/5 ml Pdr susp buv Fl/60ml;1
3230077;3400932300778;;7.03;0.2;TITANOREINE Suppo B/12;1
3321733;3400933217334;;1.22;0;KALEORID LP 600 mg Cpr LP Plq/30;1
2052478;3401520524781;;12.7;0.32;PRORHINEL Embt nas jet B/20;1
7091856;3401070918566;3331300097214;7;0.3;STERIMAR S nas Fl pulv/100ml;1
9939003;3401599390034;8714789665139;6.6;0.25;ELMEX NETTOYAGE INT Pâte dtf anti-tach T/50ml;1
3237240;3400932372409;;5.23;0.2;TITANOREINE lidocaïne 2 % Cr T/20g;1
3484145;3400934841453;;4.13;0;UN-ALFA 0,25 µg Caps orale 2Plq/15 (30);1
3052658;3400930526583;3596203052658;8.53;0.18;INFLUDO S buv en gouttes Fl/30ml;1
3309293;3400933092931;;7.06;0.21;CARBOLEVURE Gél adultes Plq/30;1
3259885;3400932598854;;6.82;0.22;ULTRA-LEVURE 50 mg Gél Fl/50;1
3008893;3400930088937;;8.72;0.22;AVENOC Suppos Plq/2x5 (10);1
3057035;3400930570357;3574660550924;8.32;0.2;LANSOYL Gel oral en pot framboise Pot/225g;1
3035654;3400930356548;;8.52;0.22;ENDHOMETROL Ov B/6;1
3352892;3400933528928;;11.7;0.37;ABUFENE 400 mg Cpr Plq/30;1
3292925;3400932929252;;4.59;0;BECONASE 50 µg Susp nas en flacon pulvérisateur Fl/200doses;1
3267100;3400932671007;;3.58;0;ERYFLUID Lot Fl/100ml;1
3149889;3400931498896;;2.48;0;AKINETON LP 4 mg Cpr enr LP 2Plq/15 (30);1
3307360;3400933073602;;6.43;0.25;LACTEOL 340 mg Pdr susp buv en sachet-dose 10Sach;1
3299063;3400932990634;;17.09;0.15;TANAKAN 40 mg Cpr enr Plq PVC/alu/90;1
3365788;3400933657888;;6.14;0.25;PURSENNIDE 20 mg Cpr enr 1Plq/20;1
3019508;3400930195086;;2.43;0;CELESTENE 0,05 % S buv en gouttes Fl/30ml;1
3059270;3400930592700;;9.4;0.16;MERCUR SOL COMPLEXE N°39 Cpr subl B/60;1
3370128;3400933701284;;9.4;0.16;ARNICA COMPLEXE N° 1 S buv en gouttes Fl/30ml;1
4696398;;3435171190071;2.83;0.15;QUIES Protec auditiv msse chair B/6;1
3812046;3400938120462;;5.81;0.2;CETAVLON Cr T/80g;1
3424344;3400934243448;;18.35;0.1;ERYLIK Gel appl cut T/30g;1
5359993;;4002590703909;4.05;0.1;PULMOLL Past classic B métal/75g;1
5360016;;4002590703947;4.05;0.1;PULMOLL Past eucalypt menthol B métal/45g;1
3400071;3400934000713;;1.74;0;EMLAPATCH 5 % Pans adhésif cutané Pans;1
6556069;3401565560690;;4.5;0.16;LEHNING Pâte dtf homéo citron T/80g;1
4555290;3401045552900;3094904555299;6.71;0.3;SYNTHOLKINÉ Patch chauff décontr S B/2;1
3802214;3400938022148;3400938022148;6.99;0.25;SYNTHOL Gel T/75g;1
3805454;3400938054545;;93.15;0.14;CIALIS 5 mg Cpr pell Plq/28;1
2179813;3400921798135;;15.76;0.15;IPRAALOX 20 mg Cpr gastro-rés Plq/14;1
5441795;3401554417950;;11.99;0.25;PURESSENTIEL ANTI-PIQUE Spray Fl/75ml;1
3801893;3400938018936;;21.6;0.35;CYSTINE B6 BAILLEUL Cpr pell Plq/120;1
2541177;3401325411774;;12.11;0.15;SAFORELLE Sol soin lav doux 2Fl/250ml;1
4658280;3401546582802;;9.08;0.25;MAGNE CONTROL Cpr B/30;1
4658297;3401546582970;;14.09;0.25;MAGNE CONTROL Cpr B/60;1
3797370;3400937973700;;3.09;0.5;LOPERAMIDE SANDOZ CONSEIL 2 mg Gél Plq/12;1
4625990;3401546259902;;12.95;0.25;PURESSENTIEL ARTICULAT MUSCLES Stick Rol/75ml;1
4625955;3401546259551;8470001521170;8.8;0.25;PURESSENTIEL SOMMEIL DETENTE Stick stress 5ml;1
4555203;;4005800019234;4.5;0.22;ELASTOPLAST Bde adh élast 3cmx2,5m;1
4555226;;4005800019302;6.55;0.22;ELASTOPLAST Bde adh élast 6cmx2,5m;1
4555232;;4005800019371;7.6;0.22;ELASTOPLAST Bde adh élast 8cmx2,5m;1
4555249;;4005800019432;9.35;0.22;ELASTOPLAST Bde adh élast 10cmx2,5m;1
4519986;3401345199867;3596204519983;10.61;0.18;WELEDA SOINS CORPS Hle mass périnée Fl/50ml;1
4616198;3401346161986;;3.17;0.17;HYDRALIN QUOTIDIEN Ling us intim Sach/10;1
3788164;3400937881647;;6.68;0;MOVIPREP Pdr sol buv 2Sach(A+B);1
4675485;3401346754850;0000030070349;4.8;0.13;NUTRITIC Stick lèv sèche sens E/4,7ml;1
3786047;3400937860475;;2.21;0.2;PHLOROGLUCINOL ARROW 80 mg Cpr orodisp Plq/20;1
3783209;3400937832090;;7.57;0.2;BIAFINEACT Emuls pour application cutanée T/139,5g;1
4617588;;3660396002247;6.17;0.15;EPITACT Digitube Epith 26 cors S B/1;1
6116258;3401561162584;8435025907690;20.83;0.33;FEET PAD Talont ins cent T3 La paire;1
